0.267	0.43	0.13
0.27	0.4	0.05
0.27	0.46	0.085
0.305	0.27	0.08
0.32	0.4	0.09
0.32	0.48	0.1
0.32	0.39	0.06
0.554	0.26	0.07
0.57	0.31	0.06
0.57	0.3	0.07
0.57	0.24	0.06
0.57	0.42	0.056
0.57	0.39	0.05
0.57	0.43	0.1
0.6	0.16	0.09
0.86	0.09	0.07
